parent	category	uri	wiki
Special breads	Hamburger buns	/category/hamburger-buns	
Special breads	Hot dog buns	/category/hot-dog-buns	Q1047392
Special breads	Naans	/category/naans	Q689950
Special breads	Papadum	/category/papadum	Q918148
Special breads	Pitas	/category/pitas	Q211340
Special breads	es:Regañás	/category/es:reganas	Q6103703
Special breads	fr:Pains Bretzels	/category/fr:pains-bretzels	Q160525
Special breads	fr:Pains Kebab	/category/fr:pains-kebab	
Breads	Toasts	/category/toasts	Q6128
Toasts	Toasted bread rolls	/category/toasted-bread-rolls	
Breads	Ukrainian bread	/category/ukrainian-bread	
Breads	Unleavened breads	/category/unleavened-breads	Q13365777
Unleavened breads	fr:Pains azymes à la farine complète	/category/fr:pains-azymes-a-la-farine-complete	
Unleavened breads	fr:Pains azymes à la farine d'épeautre	/category/fr:pains-azymes-a-la-farine-d-epeautre	
Unleavened breads	fr:Pains azymes à la farine de blé	/category/fr:pains-azymes-a-la-farine-de-ble	
Unleavened breads	fr:Pains azymes à la farine de froment	/category/fr:pains-azymes-a-la-farine-de-froment	
Breads	White breads	/category/white-breads	Q1501889
White breads	Bread white from wheat flour of the highest grade GOST 26987-86	/category/bread-white-from-wheat-flour-of-the-highest-grade-gost-26987-86	
White breads	Wheat breads	/category/wheat-breads	
Wheat breads	Wheat flatbreads	/category/wheat-flatbreads	Q10516678
Breads	Zwieback	/category/zwieback	Q4122049
Zwieback	fr:Biscottes à la farine d'épeautre	/category/fr:biscottes-a-la-farine-d-epeautre	
Zwieback	fr:Biscottes au froment	/category/fr:biscottes-au-froment	
Zwieback	fr:Biscottes aux céréales	/category/fr:biscottes-aux-cereales	
Zwieback	fr:Biscottes complètes	/category/fr:biscottes-completes	
Zwieback	fr:Biscottes multicéréales	/category/fr:biscottes-multicereales	
Zwieback	fr:Biscottes pauvres en sel	/category/fr:biscottes-pauvres-en-sel	
Breads	fr:Pains croustillants	/category/fr:pains-croustillants	
Breads	fr:Pains de tradition française	/category/fr:pains-de-tradition-francaise	
fr:Pains de tradition française	fr:Baguettes de tradition française	/category/fr:baguettes-de-tradition-francaise	
Breads	fr:Pains surgelés	/category/fr:pains-surgeles	
Breads	ru:Хлеб украинский новый	/category/ru:%D1%85%D0%BB%D0%B5%D0%B1-%D1%83%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9-%D0%BD%D0%BE%D0%B2%D1%8B%D0%B9	
Cereals and potatoes	Canned potatoes	/category/canned-potatoes	
Cereals and potatoes	Cereals and their products	/category/cereals-and-their-products	
Cereals and their products	Breakfast cereals	/category/breakfast-cereals	
Breakfast cereals	Cereal flakes	/category/cereal-flakes	
Cereal flakes	Amaranth flakes	/category/amaranth-flakes	
Cereal flakes	Barley flakes	/category/barley-flakes	
Cereal flakes	Buckwheat flakes	/category/buckwheat-flakes	
Cereal flakes	Corn flakes	/category/corn-flakes	
Cereal flakes	Millet flakes	/category/millet-flakes	
Cereal flakes	Mixed cereal flakes	/category/mixed-cereal-flakes	
Cereal flakes	Oat flakes	/category/oat-flakes	
Cereal flakes	Quinoa flakes	/category/quinoa-flakes	
Cereal flakes	Rice flakes	/category/rice-flakes	
Cereal flakes	Rye flakes	/category/rye-flakes	
Cereal flakes	Teff flakes	/category/teff-flakes	
Cereal flakes	Wheat flakes	/category/wheat-flakes	
Wheat flakes	Khorasan wheat flakes	/category/khorasan-wheat-flakes	
Wheat flakes	Spelt flakes	/category/spelt-flakes	
Cereal flakes	Wild rice flakes	/category/wild-rice-flakes	
Breakfast cereals	Cereals with caramel	/category/cereals-with-caramel	
Breakfast cereals	Cereals with honey	/category/cereals-with-honey	
Breakfast cereals	Chocolate cereals	/category/chocolate-cereals	
Breakfast cereals	Filled cereals	/category/filled-cereals	
Breakfast cereals	Mueslis	/category/mueslis	
Mueslis	Mueslis with chocolate	/category/mueslis-with-chocolate	
Mueslis	Mueslis with fruits	/category/mueslis-with-fruits	
Mueslis	fr:Mueslis aux noix	/category/fr:mueslis-aux-noix	
Breakfast cereals	Puffed cereals	/category/puffed-cereals	
Puffed cereals	Mixed puffed cereals	/category/mixed-puffed-cereals	
Puffed cereals	Puffed barley	/category/puffed-barley	
Puffed cereals	Puffed buckwheat	/category/puffed-buckwheat	
Puffed cereals	Puffed millet	/category/puffed-millet	
Puffed cereals	Puffed oat	/category/puffed-oat	
Puffed cereals	Puffed quinoa	/category/puffed-quinoa	
Puffed cereals	Puffed rice	/category/puffed-rice	
Puffed cereals	Puffed rye	/category/puffed-rye	
Puffed cereals	Puffed wheat	/category/puffed-wheat	
Puffed wheat	Puffed Khorasan wheat	/category/puffed-khorasan-wheat	
Puffed wheat	Puffed spelt	/category/puffed-spelt	
Cereals and their products	Cereal brans	/category/cereal-brans	
Cereal brans	Oat brans	/category/oat-brans	
Cereal brans	Rice brans	/category/rice-brans	
Cereal brans	Rye brans	/category/rye-brans	
Cereal brans	Wheat brans	/category/wheat-brans	
Wheat brans	Khorasan wheat brans	/category/khorasan-wheat-brans	
Wheat brans	Spelt brans	/category/spelt-brans	
Cereals and their products	Cereal butters	/category/cereal-butters	
Cereal butters	Tahini	/category/tahini	Q383389
Tahini	White tahini	/category/white-tahini	
Tahini	fr:Purées de sésame demi-complet	/category/fr:purees-de-sesame-demi-complet	
Cereals and their products	Cereal flours	/category/cereal-flours	
Cereal flours	Barley flours	/category/barley-flours	
Barley flours	Barley malt flours	/category/barley-malt-flours	
Cereal flours	Buckwheat flours	/category/buckwheat-flours	
Buckwheat flours	T110 buckwheat flour	/category/t110-buckwheat-flour	
Buckwheat flours	T150 buckwheat flour	/category/t150-buckwheat-flour	
Buckwheat flours	T80 buckwheat flour	/category/t80-buckwheat-flour	
Cereal flours	Cornmeal	/category/cornmeal	Q837118
Cornmeal	fr:Farines de maïs bleue	/category/fr:farines-de-mais-bleue	
Cornmeal	fr:Masa Harina	/category/fr:masa-harina	
Cereal flours	Flax seed flours	/category/flax-seed-flours	
Cereal flours	Gluten flours	/category/gluten-flours	
Cereal flours	Gofio	/category/gofio	Q1412378
Cereal flours	Malt flours	/category/malt-flours	
Malt flours	Barley malt flours	/category/barley-malt-flours	
Malt flours	Wheat malt flours	/category/wheat-malt-flours	
Cereal flours	Matza flours	/category/matza-flours	
Cereal flours	Meslin flours	/category/meslin-flours	
Cereal flours	Millet flours	/category/millet-flours	
Cereal flours	Oat flours	/category/oat-flours	
Cereal flours	Quinoa flours	/category/quinoa-flours	
Cereal flours	Rice flours	/category/rice-flours	Q1269205
Cereal flours	Rye flours	/category/rye-flours	
Rye flours	de:Roggenbackschrot Type 1800	/category/de:roggenbackschrot-type-1800	
Rye flours	Rye flours Type 1150	/category/rye-flours-type-1150	
Rye flours	Rye flours Type 130	/category/rye-flours-type-130	
Rye flours	Rye flours Type 1370	/category/rye-flours-type-1370	
Rye flours	Rye flours Type 1740	/category/rye-flours-type-1740	
Rye flours	Rye flours Type 815	/category/rye-flours-type-815	
Rye flours	Rye flours Type 997	/category/rye-flours-type-997	
Cereal flours	Stone ground flours	/category/stone-ground-flours	
Cereal flours	Teff flours	/category/teff-flours	
Cereal flours	Wheat flours	/category/wheat-flours	Q2249305
Wheat flours	de:Weizenbackschrot Type 1700	/category/de:weizenbackschrot-type-1700	
Wheat flours	Common wheat flours	/category/common-wheat-flours	
Common wheat flours	Semi-polished common wheat flours	/category/semi-polished-common-wheat-flours	
Common wheat flours	Wheat flour T110	/category/wheat-flour-t110	
Common wheat flours	Wheat flour T45	/category/wheat-flour-t45	
Common wheat flours	Wheat flour T65	/category/wheat-flour-t65	
Common wheat flours	White common wheat flours	/category/white-common-wheat-flours	
Common wheat flours	Whole common wheat flours	/category/whole-common-wheat-flours	
Common wheat flours	fr:Farines de blé variété Camp Rémy	/category/fr:farines-de-ble-variete-camp-remy	
Wheat flours	Durum wheat flours	/category/durum-wheat-flours	
Wheat flours	Einkorn wheat flours	/category/einkorn-wheat-flours	
Einkorn wheat flours	Semi-polished einkorn wheat flours	/category/semi-polished-einkorn-wheat-flours	
Einkorn wheat flours	Small spelt flour T110	/category/small-spelt-flour-t110	
Einkorn wheat flours	Small spelt flour T45	/category/small-spelt-flour-t45	
Einkorn wheat flours	Small spelt flour T65	/category/small-spelt-flour-t65	
Einkorn wheat flours	Small spelt flour T70	/category/small-spelt-flour-t70	
Einkorn wheat flours	White einkorn wheat flours	/category/white-einkorn-wheat-flours	
Einkorn wheat flours	Whole einkorn wheat flours	/category/whole-einkorn-wheat-flours	
Einkorn wheat flours	fr:Farines de petit épeautre de Haute-Provence	/category/fr:farines-de-petit-epeautre-de-haute-provence	
Wheat flours	Emmer wheat flours	/category/emmer-wheat-flours	
Wheat flours	Fermenting flours	/category/fermenting-flours	
Wheat flours	Khorasan wheat flours	/category/khorasan-wheat-flours	
Khorasan wheat flours	White Khorasan wheat flours	/category/white-khorasan-wheat-flours	
Khorasan wheat flours	Whole Khorasan wheat flours	/category/whole-khorasan-wheat-flours	
Khorasan wheat flours	fr:Farines de blé khorasan T110	/category/fr:farines-de-ble-khorasan-t110	
Khorasan wheat flours	fr:Farines de blé khorasan T130	/category/fr:farines-de-ble-khorasan-t130	
Khorasan wheat flours	fr:Farines de blé khorasan T70	/category/fr:farines-de-ble-khorasan-t70	
Wheat flours	Semi-polished wheat flours	/category/semi-polished-wheat-flours	
Semi-polished wheat flours	Semi-polished common wheat flours	/category/semi-polished-common-wheat-flours	
Semi-polished wheat flours	Semi-polished einkorn wheat flours	/category/semi-polished-einkorn-wheat-flours	
Wheat flours	Spelt flours	/category/spelt-flours	
Spelt flours	Spelt flours Type 1050	/category/spelt-flours-type-1050	
Spelt flours	Spelt flours Type 630	/category/spelt-flours-type-630	
Spelt flours	Spelt flours Type 812	/category/spelt-flours-type-812	
Spelt flours	T110 Spelt flours	/category/t110-spelt-flours	
Spelt flours	T65 Spelt flours	/category/t65-spelt-flours	
Spelt flours	White spelt flours	/category/white-spelt-flours	
Spelt flours	Whole spelt flours	/category/whole-spelt-flours	
Wheat flours	Wheat bread flour	/category/wheat-bread-flour	Q27876877
Wheat bread flour	ru:Мука пшеничная хлебопекарная высший сорт	/category/ru:%D0%BC%D1%83%D0%BA%D0%B0-%D0%BF%D1%88%D0%B5%D0%BD%D0%B8%D1%87%D0%BD%D0%B0%D1%8F-%D1%85%D0%BB%D0%B5%D0%B1%D0%BE%D0%BF%D0%B5%D0%BA%D0%B0%D1%80%D0%BD%D0%B0%D1%8F-%D0%B2%D1%8B%D1%81%D1%88%D0%B8%D0%B9-%D1%81%D0%BE%D1%80%D1%82	Q27877006
Wheat flours	Wheat flour T405	/category/wheat-flour-t405	
Wheat flour T405	Small spelt flour T45	/category/small-spelt-flour-t45	
Wheat flour T405	Wheat flour T45	/category/wheat-flour-t45	
Wheat flour T405	fr:Farines de gruau type 45	/category/fr:farines-de-gruau-type-45	
Wheat flours	Wheat malt flours	/category/wheat-malt-flours	
Wheat flours	White wheat flours	/category/white-wheat-flours	
White wheat flours	White common wheat flours	/category/white-common-wheat-flours	
White wheat flours	White einkorn wheat flours	/category/white-einkorn-wheat-flours	
White wheat flours	White Khorasan wheat flours	/category/white-khorasan-wheat-flours	
White wheat flours	White spelt flours	/category/white-spelt-flours	
White wheat flours	fr:Farines type Gruau 55	/category/fr:farines-type-gruau-55	
Wheat flours	Whole wheat flours	/category/whole-wheat-flours	
Whole wheat flours	Whole common wheat flours	/category/whole-common-wheat-flours	
Whole wheat flours	Whole einkorn wheat flours	/category/whole-einkorn-wheat-flours	
Whole wheat flours	Whole Khorasan wheat flours	/category/whole-khorasan-wheat-flours	
Whole wheat flours	Whole spelt flours	/category/whole-spelt-flours	
Wheat flours	fr:Farines de blé type T110	/category/fr:farines-de-ble-type-t110	
fr:Farines de blé type T110	Small spelt flour T110	/category/small-spelt-flour-t110	
fr:Farines de blé type T110	T110 Spelt flours	/category/t110-spelt-flours	
fr:Farines de blé type T110	Wheat flour T110	/category/wheat-flour-t110	
fr:Farines de blé type T110	fr:Farines de blé khorasan T110	/category/fr:farines-de-ble-khorasan-t110	
Wheat flours	fr:Farines de blé type T65	/category/fr:farines-de-ble-type-t65	
fr:Farines de blé type T65	Small spelt flour T65	/category/small-spelt-flour-t65	
fr:Farines de blé type T65	T65 Spelt flours	/category/t65-spelt-flours	
fr:Farines de blé type T65	Wheat flour T65	/category/wheat-flour-t65	
Wheat flours	fr:Farines de blé type T70	/category/fr:farines-de-ble-type-t70	
fr:Farines de blé type T70	Small spelt flour T70	/category/small-spelt-flour-t70	
fr:Farines de blé type T70	fr:Farines de blé khorasan T70	/category/fr:farines-de-ble-khorasan-t70	
Wheat flours	fr:Farines de gruau	/category/fr:farines-de-gruau	
fr:Farines de gruau	fr:Farines de gruau type 45	/category/fr:farines-de-gruau-type-45	
fr:Farines de gruau	fr:Farines type Gruau 55	/category/fr:farines-type-gruau-55	
Cereals and their products	Cereal germs	/category/cereal-germs	Q1641345
Cereal germs	Corn germ	/category/corn-germ	
Cereal germs	Wheat germ	/category/wheat-germ	
Cereals and their products	Cereal grains	/category/cereal-grains	
Cereal grains	Amaranth	/category/amaranth	Q156344
Cereal grains	Avena	/category/avena	Q146760
Avena	Oat	/category/oat	Q12104
Cereal grains	Barley	/category/barley	Q11577
Barley	Winter barley	/category/winter-barley	Q3057987
Cereal grains	Buckwheat	/category/buckwheat	Q132734
Buckwheat	Buckwheat groats	/category/buckwheat-groats	
Cereal grains	Canary grass	/category/canary-grass	Q2086586
Cereal grains	Chia	/category/chia	Q1071585
Cereal grains	Coix	/category/coix	Q1186042
Coix	Job's Tears	/category/job-s-tears	Q827098
Cereal grains	Corn	/category/corn	Q11575
Corn	Sweet corn	/category/sweet-corn	Q18966
Cereal grains	Corn on the cob	/category/corn-on-the-cob	
Corn on the cob	Frozen corn on the cob	/category/frozen-corn-on-the-cob	
Cereal grains	Crabgrass	/category/crabgrass	Q163915
Crabgrass	Digitaria cruciata	/category/digitaria-cruciata	Q3027824
Crabgrass	Digitaria iburua	/category/digitaria-iburua	Q1341123
Crabgrass	Fonio	/category/fonio	Q1340738
Crabgrass	Hairy crabgrass	/category/hairy-crabgrass	Q158994
Cereal grains	Flax seeds	/category/flax-seeds	Q45108
Flax seeds	Brown flax seeds	/category/brown-flax-seeds	
Brown flax seeds	Ground brown flax seeds	/category/ground-brown-flax-seeds	
Flax seeds	Gold flax seeds	/category/gold-flax-seeds	
Gold flax seeds	Ground gold flax seeds	/category/ground-gold-flax-seeds	
Flax seeds	Ground flax seeds	/category/ground-flax-seeds	
Ground flax seeds	Ground brown flax seeds	/category/ground-brown-flax-seeds	
Ground flax seeds	Ground gold flax seeds	/category/ground-gold-flax-seeds	
Cereal grains	Meslin	/category/meslin	Q3333504
Cereal grains	Millet	/category/millet	Q259438
Millet	Pearl millet	/category/pearl-millet	Q654332
Millet	Proso millet	/category/proso-millet	Q165196
Cereal grains	Quinoa	/category/quinoa	Q139925
Quinoa	Red quinoa	/category/red-quinoa	
Cereal grains	Rices	/category/rices	Q161426
Rices	Aromatic rices	/category/aromatic-rices	Q4795514
Aromatic rices	Basmati rices	/category/basmati-rices	Q1649635
Basmati rices	Brown Basmati rices	/category/brown-basmati-rices	
Basmati rices	White Basmati rices	/category/white-basmati-rices	
Aromatic rices	Jasmine rice	/category/jasmine-rice	Q2733021
Jasmine rice	Brown Jasmine rices	/category/brown-jasmine-rices	
Jasmine rice	White Jasmine rices	/category/white-jasmine-rices	
Rices	Brown rices	/category/brown-rices	Q1066624
Brown rices	Brown Basmati rices	/category/brown-basmati-rices	
Brown rices	Brown Jasmine rices	/category/brown-jasmine-rices	
